"rt","response","trialType","trial_type","trial_index","time_elapsed","internal_node_id","sub_n","date","time","leftRight","age","race","ethnicity","gender","exp_duration","success","timeout","failed_images","failed_audio","failed_video","stimulus","view_history","trialID","radius_a","radius_b","angle_a","angle_b","lrCond","question_order"
"null","null","clear_screen","canvas-keyboard-response","70","245921","0.0-11.0-1.29","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","274","85","140","33","33","",""
"1907","7","rating","canvas-keyboard-response","71","247839","0.0-11.0-0.30","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","100","140","140","10","25","1",""
"null","null","clear_screen","canvas-keyboard-response","72","248097","0.0-11.0-1.30","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","100","140","140","10","25","",""
"7141","6","rating","canvas-keyboard-response","73","255247","0.0-11.0-0.31","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","20","30","30","10","40","0",""
"null","null","clear_screen","canvas-keyboard-response","74","255505","0.0-11.0-1.31","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","20","30","30","10","40","",""
"3324","4","rating","canvas-keyboard-response","75","258839","0.0-11.0-0.32","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","61","85","57","10","33","0",""
"null","null","clear_screen","canvas-keyboard-response","76","259097","0.0-11.0-1.32","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","61","85","57","10","33","",""
"1333","1","rating","canvas-keyboard-response","77","260439","0.0-11.0-0.33","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","18","30","113","10","33","0",""
"null","null","clear_screen","canvas-keyboard-response","78","260697","0.0-11.0-1.33","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","18","30","113","10","33","",""
"1681","4","rating","canvas-keyboard-response","79","262391","0.0-11.0-0.34","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","260","30","30","33","40","1",""
"null","null","clear_screen","canvas-keyboard-response","80","262649","0.0-11.0-1.34","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","260","30","30","33","40","",""
"3021","4","rating","canvas-keyboard-response","81","265679","0.0-11.0-0.35","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","108","140","85","10","40","1",""
"null","null","clear_screen","canvas-keyboard-response","82","265937","0.0-11.0-1.35","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","108","140","85","10","40","",""
"6332","6","rating","canvas-keyboard-response","83","272280","0.0-11.0-0.36","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","178","113","85","17","40","0",""
"null","null","clear_screen","canvas-keyboard-response","84","272541","0.0-11.0-1.36","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","178","113","85","17","40","",""
"1989","1","rating","canvas-keyboard-response","85","274542","0.0-11.0-0.37","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","23","30","113","10","40","0",""
"null","null","clear_screen","canvas-keyboard-response","86","274802","0.0-11.0-1.37","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","23","30","113","10","40","",""
"3291","3","rating","canvas-keyboard-response","87","278103","0.0-11.0-0.38","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","55","85","30","10","25","0",""
"null","null","clear_screen","canvas-keyboard-response","88","278362","0.0-11.0-1.38","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","55","85","30","10","25","",""
"4090","9","rating","canvas-keyboard-response","89","282463","0.0-11.0-0.39","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","215","57","85","25","33","1",""
"null","null","clear_screen","canvas-keyboard-response","90","282722","0.0-11.0-1.39","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","215","57","85","25","33","",""
"3612","6","rating","canvas-keyboard-response","91","286343","0.0-11.0-0.40","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","68","85","113","10","40","0",""
"null","null","clear_screen","canvas-keyboard-response","92","286601","0.0-11.0-1.40","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","68","85","113","10","40","",""
